artist,album,track,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
India.Arie,Acoustic Soul,Video,4oiAlcisfimXQc1wyAtX9a,0.652,0.604,9,-8.766,0,0.227,0.111,1.01e-05,0.0409,0.675,170.003,249960,4
Sheryl Crow,"C'mon, C'mon",Soak Up The Sun,1v2ECI79z8S4PQv9xYwIfU,0.711,0.735,4,-5.026,1,0.0432,0.0378,0.0,0.107,0.698,119.974,292133,4
Scissor Sisters,I Don't Feel Like Dancin',I Don't Feel Like Dancin' - Radio Edit,1qEHgdFqUxFebMPk8s2HLY,0.711,0.924,7,-3.398,1,0.0282,0.0156,0.0,0.114,0.912,108.033,248640,4
TLC,Fanmail,No Scrubs,1KGi9sZVMeszgZOWivFpxs,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400,4
Annie Lennox,Diva,Walking on Broken Glass,4CcSw8wQAHYf4XNckayPoc,0.75,0.562,0,-8.45,1,0.0281,0.215,1.1e-06,0.105,0.807,115.008,253296,4
KT Tunstall,Eye To The Telescope,Suddenly I See,5p9XWUdvbUzmPCukOmwoU3,0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,201707,4
Queen,A Night At The Opera (2011 Remaster),You're My Best Friend - Remastered 2011,4vhVDkSx9RSb2k6mWFMYNI,0.51,0.76,0,-6.995,1,0.0411,0.148,0.0116,0.0706,0.55,118.829,170787,4
Fine Young Cannibals,The Raw & The Cooked,She Drives Me Crazy,4d6eqRtpDX7tydHJGDZUBQ,0.799,0.687,2,-5.682,1,0.0431,0.193,0.000188,0.0307,0.965,108.804,215773,4
Freddie Scott,Celeste & Jesse Forever (Original Motion Picture Soundtrack),(You) Got What I Need,3rKlYHnRAFogCt0G7pRsOR,0.404,0.509,0,-10.731,1,0.0823,0.559,0.0,0.14,0.808,188.927,179733,4
The Jackson 5,Diana Ross Presents The Jackson 5,I Want You Back,5LxvwujISqiB8vpRYv887S,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,176333,4
Eric Prydz,Call on Me (Radio Mix),Call on Me - Radio Mix,1xNcBAoUw8Hz6LqK2jt4Ff,0.597,0.837,10,-6.518,1,0.375,0.00427,0.00114,0.839,0.447,126.342,171360,4
Katy Perry,PRISM (Deluxe),Roar,6F5c58TMEs1byxUstkzVeM,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546,4
Pete Townshend,Empty Glass,Let My Love Open The Door,0otlwsD3mSogk7VJCTp6Kg,0.651,0.653,0,-9.731,1,0.0545,0.365,0.000117,0.0742,0.729,164.912,164653,4
Kenny Loggins,Footloose (15th Anniversary Collectors' Edition),"Footloose - From ""Footloose"" Soundtrack",2vz1CsL5WBsbpBcwgboTAw,0.583,0.905,2,-6.132,1,0.0733,0.0984,0.00019,0.0593,0.646,173.982,226827,4
Wilson Phillips,Greatest Hits,Hold On - Single Edit,6ZEH41nhWFoVbNZxHb24Ji,0.688,0.673,5,-8.971,1,0.0271,0.604,0.0,0.0906,0.575,97.783,221333,4
Justin Timberlake,Justified,Rock Your Body,1AWQoqb9bSvzTjaLralEkT,0.891,0.714,4,-6.055,0,0.14,0.202,0.000234,0.0521,0.818,100.972,267267,4
Neon Trees,Picture Show,Everybody Talks,2iUmqdfGZcHIhS3b9E9EWq,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,177280,4
M.O,For A Minute,For a Minute,4mOLZ7F6QRpkbkX2y58Blc,0.53,0.938,11,-3.699,1,0.0624,0.00998,1.96e-05,0.345,0.722,99.831,176656,4
Fatboy Slim,Why Try Harder - The Greatest Hits,Praise You - Radio Edit,2tn9zXqIZJbgL1swqwOktz,0.621,0.885,1,-6.715,1,0.0467,0.0405,0.363,0.282,0.558,109.719,227973,4
Mark Ronson,Flaix FM Summer 2015,Uptown Funk (feat. Bruno Mars) - Radio Edit,7FnBdLxE62sXeATA3f9tCA,0.831,0.624,0,-4.233,1,0.133,0.00935,2.91e-06,0.0282,0.928,115.012,236413,4
Robin Thicke,The Evolution of Robin Thicke,Lost Without U,4V2F0DZrAXOWq9hkwMMG3x,0.664,0.351,0,-12.136,1,0.118,0.226,2.38e-06,0.106,0.816,113.204,254147,5
Ella Henderson,Ghost,Ghost,2FiceoWDJ67rrmb5tGBpgE,0.682,0.836,9,-3.777,1,0.0425,0.0464,3.13e-06,0.0797,0.485,104.987,216107,4
Stevie Wonder,"Signed, Sealed And Delivered","Signed, Sealed, Delivered (I'm Yours)",2eF8pWbiivYsYRpbntYsnc,0.675,0.597,5,-11.329,1,0.0337,0.0534,0.0,0.0986,0.828,108.875,161160,4
Michael Jackson,Bad 25th Anniversary,The Way You Make Me Feel - 2012 Remaster,0sKlV58cODrjxGFOyf9IXY,0.877,0.854,1,-4.523,1,0.147,0.0544,5.5e-05,0.144,0.54,114.472,298120,4
Nico & Vinz,Black Star Elephant,In Your Arms,0LH5xRQz5D36FpIkYUFv2e,0.431,0.81,7,-6.051,1,0.0958,0.299,0.0,0.249,0.674,110.118,205800,4
The Cure,"Kiss Me, Kiss Me, Kiss Me",Just Like Heaven,4NnWuGQujzWUEg0uZokO5M,0.437,0.94,9,-6.946,1,0.0426,0.0524,0.000573,0.222,0.48,151.417,212013,4
The Temptations,Meet The Temptations,The Way You Do The Things You Do,3496rr5XSGD6n1Z1OKXovb,0.618,0.704,4,-4.686,1,0.0321,0.159,0.000262,0.358,0.741,124.218,165744,4
Steve Winwood,Back In The High Life,Higher Love,4ZExvJvQXPEeYzGU0N3THi,0.696,0.78,5,-12.159,1,0.0415,0.0427,0.149,0.298,0.954,98.699,351507,4
Beyoncé,4,Love On Top,1z6WtY7X4HQJvzxC4UgkSf,0.652,0.748,0,-5.242,1,0.0887,0.0849,0.0,0.604,0.652,94.1,267413,4
Robyn,Body Talk,Dancing On My Own,6aqNCrRA7vs7v6QvRpI50t,0.674,0.857,6,-5.328,1,0.0346,0.0557,0.196,0.0942,0.278,117.028,285854,4
Young MC,Good Morning Music: Singing in the Shower,Bust A Move,6fiYUZ1l67ACvtok2AJYLE,0.946,0.772,4,-7.537,0,0.121,0.0512,2.26e-06,0.0612,0.743,116.972,263914,4
Jess Glynne,Hold My Hand,Hold My Hand,1i1rNVtxbE7rdFfpHuNq2j,0.642,0.823,0,-5.717,1,0.0289,0.00159,0.0,0.0776,0.431,122.977,227344,4
Colbie Caillat,All Of You,Brighter Than The Sun,5YTtTbqxUzJHD3CpbNHerP,0.629,0.793,9,-5.942,1,0.0346,0.00952,1.14e-06,0.218,0.587,95.983,231213,4
Estelle,Shine,American Boy,22UDw8rSfLbUsaAGTXQ4Z8,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,284733,4
MGMT,Oracular Spectacular,Electric Feel,3FtYbEfBqAlGO46NUDQSAt,0.763,0.807,1,-3.714,1,0.035,0.0714,0.28,0.348,0.559,103.038,229640,3
Avicii,Stories,Waiting For Love,2P4OICZRVAQcYAV2JReRfj,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,230613,4
Elle King,Love Stuff,Ex's & Oh's,70eDxAyAraNTiD6lx2ZEnH,0.612,0.921,7,-2.879,1,0.0848,0.0183,0.0,0.0576,0.453,139.986,202173,4
Lana Del Rey,Honeymoon,High By The Beach,7g3htkaLz4ETFn0cifwM3y,0.536,0.486,11,-11.067,0,0.0346,0.244,0.00788,0.12,0.0968,131.988,257573,4
Twenty One Pilots,Blurryface,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4
A Great Big World,When the Morning Comes,Hold Each Other,4D03nfA969gXmBUNJxH7Dm,0.54,0.771,10,-5.485,1,0.0465,0.0604,0.0,0.124,0.374,159.8,194227,4
Tori Kelly,Unbreakable Smile,Nobody Love,34fkQYZUIXOsI2xNxEZbTO,0.754,0.716,1,-5.141,0,0.0349,0.00606,0.000898,0.0971,0.571,99.976,203457,4
The Weeknd,Beauty Behind The Madness,The Hills,7fBv7CLKzipRk6EC6TWHOB,0.58,0.565,0,-7.065,0,0.0488,0.0671,0.0,0.135,0.138,112.986,242253,4
Tori Kelly,Unbreakable Smile,Should’ve Been Us,7jDOx9VTvxq0S9z8RjQ7lv,0.65,0.766,6,-5.443,0,0.119,0.00408,6.69e-06,0.0759,0.467,89.974,186478,4
Becky G,Lovin' So Hard,Lovin' So Hard,5EnCFISDzoIMWMaicJxxX9,0.603,0.828,9,-5.664,1,0.0505,0.0616,3.26e-05,0.138,0.551,77.5,221453,4
Melanie Martinez,Cry Baby (Deluxe Edition),Soap,03f7xZmt2wHCIDJBFPK8G4,0.595,0.689,6,-6.107,0,0.148,0.254,5.44e-06,0.129,0.213,168.112,209427,4
Carly Rae Jepsen,Emotion (Deluxe),Run Away With Me,1VKTdQTrcP0cMdySaCEj7F,0.564,0.719,1,-5.505,1,0.0475,0.0126,0.000177,0.0536,0.251,119.023,251320,4
Ed Sheeran,x (Deluxe Edition),Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4
Meghan Trainor,Title (Deluxe),Dear Future Husband,3cU2wBxuV6nFiuf6PJZNlC,0.655,0.782,1,-4.789,1,0.185,0.375,0.0,0.317,0.832,79.427,184227,4
Carly Rae Jepsen,Emotion (Deluxe),Making The Most Of The Night,5sw9UzPaUojGBrNnlIXHKR,0.608,0.875,8,-4.636,1,0.0796,0.00382,0.00285,0.158,0.529,112.924,238507,4
OMI,Hula Hoop,Hula Hoop,4vEUY73dVOg97Ajbqq9zgV,0.673,0.847,10,-4.505,0,0.0386,0.0253,0.0,0.302,0.519,121.988,206344,4
Jason Derulo,Everything Is 4,Cheyenne,3EofjRgUI1WrzqqtLb8NoF,0.554,0.768,6,-5.812,0,0.127,0.0126,7.13e-06,0.122,0.324,99.679,215107,4
Mumford & Sons,Wilder Mind,Believe,3OgZdIAHaDMOtYq8Z5iCQ5,0.332,0.667,2,-5.992,1,0.0456,0.0308,0.035,0.225,0.378,114.892,220867,4
Sheppard,Bombs Away,Let Me Down Easy,5nxThZozDXejc9b5F8MSmv,0.598,0.593,9,-5.719,1,0.029,0.347,0.0,0.0847,0.3,144.986,227631,4
Paramore,Paramore,Still into You,1yjY7rpaAQvKwpdUliHx0d,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,216013,4
Phillip Phillips,The World From The Side Of The Moon (Deluxe),"Gone, Gone, Gone",5L79aNYCTKiZq7vaOElXYj,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002,209693,4
Adele,21,Someone Like You,6QPKYGnAW9QozVz2dSWqRg,0.554,0.321,9,-8.251,1,0.028,0.893,0.0,0.0996,0.288,135.047,285240,4
Christina Perri,human,human,1zVhMuH7agsRe6XkljIY4U,0.439,0.489,8,-6.286,1,0.0368,0.132,0.000643,0.114,0.253,143.808,250707,4
Demi Lovato,Demi,Neon Lights,34MJ07N9Bhu6iKPaxSVnCT,0.631,0.819,9,-4.24,1,0.122,0.0767,0.0,0.1,0.733,125.928,233173,4
Alex Clare,The Lateness Of The Hour,Too Close,4VySpxhRGy32u5zPCprzDn,0.588,0.694,11,-4.278,0,0.0387,0.00948,0.0,0.113,0.271,126.027,256613,4
Calvin Harris,Motion,Summer,6YUTL4dYpB9xZO5qExPf05,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,4
Demi Lovato,Unbroken,Give Your Heart a Break,3sP3c86WFjOzHHnbhhZcLA,0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008,205347,4
One Direction,Midnight Memories (Deluxe),Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,245493,4
OneRepublic,Native,Love Runs Out,3cOO5IQtOYs7huq4Z6lYfr,0.715,0.931,7,-3.793,1,0.0565,0.171,0.0,0.0757,0.742,120.025,224853,4
A Great Big World,Is There Anybody Out There?,Say Something,2fPb58e6f8KxejYDCaARwS,0.447,0.158,2,-7.571,1,0.036,0.872,1.58e-06,0.0816,0.142,140.942,233267,3
OneRepublic,Native,Counting Stars,1QzFhzIOW7CyRJLpmq5CM0,0.663,0.705,1,-4.972,0,0.0385,0.0654,0.0,0.117,0.477,122.014,257387,4
Ellie Goulding,Halcyon,Anything Could Happen,6bKetqXF3g4UgaXQlAYdgz,0.702,0.781,0,-4.081,1,0.03,0.433,0.0,0.135,0.382,102.997,286322,4
Ellie Goulding,Bright Lights (Lights Re-pack / Bonus Version),Lights - Single Version,5aTsxlQlq0vIedDWZoqMWN,0.682,0.795,8,-6.17,0,0.0367,0.0297,0.0391,0.131,0.78,120.008,210853,4
Bastille,Pompeii,Pompeii,7Fw5i56my24ZBnGS7hFX2n,0.681,0.709,9,-6.488,1,0.041,0.0749,0.0,0.266,0.591,127.44,214148,4
Ingrid Michaelson,Lights Out,Girls Chase Boys,14sAMwqbuFDSlLKmVBD9MI,0.473,0.82,8,-5.702,1,0.0408,0.031,1.55e-05,0.0414,0.678,84.893,221413,4
Imagine Dragons,Night Visions,On Top Of The World,213x4gsFDm04hSqIUkg88w,0.631,0.924,0,-5.589,1,0.146,0.0841,3.59e-06,0.084,0.755,100.045,192280,4
Aloe Blacc,Lift Your Spirit,The Man,4e6ZN0EcEqYx74BTC5xQzy,0.533,0.755,11,-7.25,0,0.0419,0.0332,0.0,0.233,0.472,86.034,255907,4
OneRepublic,Native,If I Lose Myself,0ett0qCHbl0vdSRFhRSkMc,0.485,0.699,2,-6.017,1,0.0479,0.096,0.0,0.109,0.242,140.096,241560,4
Nico & Vinz,Am I Wrong,Am I Wrong,2wqaekenSQZm7hxQOYt8oE,0.725,0.68,8,-5.465,1,0.0306,0.162,2.13e-06,0.158,0.76,119.939,247520,4
Kelly Clarkson,Catch My Breath,Catch My Breath,7kAYyzVhWr3nSqAC7CUOWK,0.691,0.946,9,-3.221,1,0.0678,0.0259,0.0,0.0897,0.517,124.021,251507,4
Pharrell Williams,G I R L,"Happy - From ""Despicable Me 2""",60nZcImufyMA1MKQY3dcCH,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,232720,4
Lorde,Pure Heroine,Team,3G6hD9B2ZHOsgf4WfNu7X1,0.69,0.578,6,-7.436,1,0.0929,0.167,0.0,0.305,0.416,99.961,193059,4
Coldplay,Ghost Stories,A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,0.551,0.636,6,-7.125,1,0.0281,0.00713,0.00203,0.217,0.153,124.996,268467,4
American Authors,"Oh, What A Life",Best Day Of My Life,5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240,4
Avicii,True,Hey Brother,4RXpgGM7A4Hg7cFBoH5KyF,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,255093,4
Calvin Harris,18 Months,Feel So Close - Radio Edit,1gihuPhrLraKYrJMAEONyc,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,206413,4
Pentatonix,"PTX, Vol. III",La La Latch,6fOqEAXCwboCO4BdzbZG1K,0.694,0.512,6,-8.719,0,0.0451,0.0332,1.27e-06,0.152,0.394,121.997,221493,4
Maroon 5,V,Maps,4gbVRS8gloEluzf0GzDOFc,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,4
John Legend,Love In The Future (Expanded Edition),All of Me,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
Passenger,All The Little Lights,Let Her Go,7DFNE7NO0raLIUbgzY2rzm,0.509,0.538,7,-7.335,1,0.0572,0.385,0.0,0.104,0.244,75.089,252867,4
MAGIC!,Don't Kill the Magic,Rude,6RtPijgfPKROxEzTHNRiDp,0.774,0.756,1,-4.995,1,0.0389,0.0423,0.0,0.305,0.931,144.032,224840,4
Train,California 37,50 Ways to Say Goodbye,2NniAhAtkRACaMeYt48xlD,0.591,0.935,6,-2.664,1,0.0478,0.000284,0.000278,0.142,0.736,140.043,247947,4
Natasha Bedingfield,Unwritten,Unwritten,1D1nixOVWOxvNfWi0UD7VX,0.706,0.801,5,-6.333,1,0.0399,0.00577,0.0,0.0822,0.63,100.013,259333,4
MIKA,Life In Cartoon Motion,Grace Kelly,2SDx0PooHZI1SQKR0y44bs,0.675,0.828,0,-5.799,1,0.0454,0.0242,0.0102,0.364,0.669,122.229,187733,4
Coldplay,Viva La Vida or Death and All His Friends,Viva La Vida,1mea3bSkSGXuIRvnydlB5b,0.485,0.619,5,-7.115,0,0.0289,0.0941,3.31e-06,0.109,0.416,138.017,242373,4
Vanessa Carlton,Best Of,A Thousand Miles,6Qm9MaditCcx5V62rVHYqu,0.488,0.833,11,-3.876,1,0.0387,0.273,0.0,0.192,0.257,94.841,237440,4
Robyn,Robyn Is Here,Show Me Love - Radio Version,6SluaPiV04KOaRTOIScoff,0.546,0.643,6,-4.069,0,0.0437,0.0746,0.0,0.213,0.706,181.838,229227,4
CeeLo Green,The Lady Killer (Deluxe),Forget You,3MeL7vAsVbgSrGFd0HioaJ,0.696,0.875,0,-3.682,1,0.0649,0.134,0.0,0.159,0.772,127.39,222733,4
Mariah Carey,Daydream,Fantasy,6xkryXuiZU360Lngd4sx13,0.671,0.727,7,-7.585,1,0.035,0.139,0.0,0.123,0.801,102.358,243493,4
Imagine Dragons,Night Visions,It's Time,7MXlTgQeo3IVlMpLnZuhxc,0.656,0.884,2,-4.748,1,0.0372,0.0162,0.0,0.144,0.86,105.009,240307,4
Spice Girls,Spice,Wannabe,1Je1IMUlBXcx1Fz0WE7oPT,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,173027,4
Becky G,Shower,Shower,3DmW6y7wTEYHJZlLo1r6XJ,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,206167,4
Echosmith,Talking Dreams (Deluxe Version),Cool Kids,13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627,4
MGMT,Oracular Spectacular,Kids,1jJci4qxiYcOHhQR247rEU,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840,4
Iyaz,Replay,Replay,4E5P1XyAFtrjpiIxkydly4,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,182307,4
Jason Derulo,Platinum Hits,Trumpets,154Z2G9kyrSZgmXmJwiytO,0.635,0.691,0,-4.862,1,0.258,0.555,0.0,0.097,0.638,82.142,217419,4
Phoenix,Wolfgang Amadeus Phoenix,Lisztomania,7zkDEBSxkcBVsStS4qBFpK,0.635,0.786,0,-6.46,1,0.0377,0.0349,0.00767,0.497,0.305,97.54,241547,4
Grouplove,Never Trust A Happy Song,Tongue Tied,0GO8y8jQk1PkHzS31d699N,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,218013,4
OneRepublic,Waking Up,Good Life,6OtCIsQZ64Vs1EbzztvAv4,0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988,253307,4
The Naked And Famous,"Passive Me, Aggressive You",Young Blood,25nzKGDiua1lE9Qo5V19GL,0.579,0.865,6,-4.692,1,0.0302,5.63e-05,0.000221,0.649,0.358,104.99,246600,4
Selena Gomez & The Scene,For You,Who Says,6dn9ndETOjczUSQO5UhKJa,0.676,0.923,4,-2.849,1,0.0508,0.0562,0.0,0.147,0.725,101.025,195267,4
Fifth Harmony,Reflection (Deluxe),Sledgehammer,4rUTAkOU7OkVGeQuyQCHhF,0.671,0.777,2,-4.322,1,0.046,0.0057,0.0011,0.0783,0.289,99.98,230907,4
Lady Gaga,Born This Way (International Special Edition Version),The Edge Of Glory,57F80059mWaWFvWG3tBTbO,0.583,0.768,9,-6.477,1,0.041,0.000323,0.0162,0.109,0.357,127.952,320547,4
One Direction,Infinity,Infinity,7zlF2G7QFPdj9lmmGNVuNq,0.529,0.736,4,-6.056,1,0.0346,0.0725,0.0,0.0832,0.394,131.944,249493,4
Disclosure,Caracal (Deluxe),Jaded,6c4T1Dz9hwK5xat7eh3g8o,0.801,0.857,6,-5.079,1,0.195,0.0111,3.97e-06,0.0645,0.551,117.007,274750,4
Disclosure,Caracal (Deluxe),Afterthought,40IS4XOkOmA8KqN09rNUy8,0.719,0.742,9,-6.774,1,0.186,0.0768,1.12e-05,0.0905,0.466,120.04,320429,4
5 Seconds of Summer,Sounds Good Feels Good (Deluxe),Money,18eGfsSjnEFAq4wim0kOCL,0.517,0.913,2,-5.075,1,0.2,0.00549,0.0,0.361,0.571,170.057,174410,4
Halsey,BADLANDS (Deluxe),Castle,16w8ZGVSjI4TlTLV8VimBY,0.626,0.571,7,-7.461,0,0.0327,0.25,0.0,0.0946,0.164,129.959,277623,4
Halsey,BADLANDS (Deluxe),Hold Me Down,4U38hORPx8SsUAXGumsUYN,0.677,0.744,1,-4.512,0,0.0882,0.279,0.0,0.119,0.531,145.928,204785,4
Halsey,BADLANDS,New Americana,6Xs7OKt6i0Ddq8B4M5Dgvr,0.339,0.707,0,-5.121,0,0.0428,0.0113,0.0,0.337,0.359,173.993,183808,4
Halsey,BADLANDS (Deluxe),Drive,3ek4HgBlmvkTWgfT5sTSe9,0.571,0.585,9,-8.392,0,0.0494,0.239,0.00016,0.133,0.291,113.973,258765,4
Halsey,BADLANDS (Deluxe),Hurricane,5Dg2h1wsm7ZijCo0yLmbvR,0.586,0.83,0,-5.375,1,0.0416,0.00823,0.0028,0.348,0.486,120.017,223082,4
Halsey,BADLANDS (Deluxe),Roman Holiday,6s8PRmROPJHlqZmu9Bbviz,0.431,0.836,5,-4.428,1,0.0395,0.0322,2.34e-05,0.105,0.75,74.473,201549,4
Halsey,BADLANDS (Deluxe),Ghost,5dcYoYFAXh0f0qI05AoufB,0.57,0.606,7,-8.085,1,0.129,0.0529,0.000727,0.134,0.212,95.038,153657,4
Halsey,BADLANDS (Deluxe),Colors,4FqMPJlvfY5Nfo3gRKcNxl,0.512,0.812,1,-4.809,1,0.0617,0.0534,0.0,0.092,0.521,100.02,249500,4
Halsey,BADLANDS (Deluxe),Strange Love,6zQq3TrWnilO8SR1fgvTeD,0.605,0.849,11,-4.761,1,0.043,0.00212,0.000372,0.192,0.599,89.993,247283,4
Halsey,BADLANDS (Deluxe),Coming Down,4lKXjLzAV0Nxwln8MxHVtQ,0.625,0.753,6,-5.983,0,0.166,0.436,0.00273,0.367,0.539,88.956,223299,4
Halsey,Spotify Sessions (Live From Spotify NYC),Haunting - Live From Spotify NYC,0rExobqeVmyODYms2Lq8sG,0.64,0.509,9,-7.062,0,0.0361,0.347,3.49e-06,0.862,0.247,90.344,241107,4
Halsey,BADLANDS (Deluxe),Gasoline,2IO7yf562c1zLzpanal1DT,0.731,0.58,10,-7.328,0,0.0399,0.223,0.0,0.129,0.319,119.997,199593,4
Halsey,BADLANDS (Deluxe),Control,3SKzTIl9mW0DadTys9SFo3,0.549,0.675,4,-5.637,0,0.0332,0.399,0.0,0.181,0.206,119.898,214762,4
Halsey,BADLANDS (Deluxe),Young God,5x2XIAdvFxWCwIOMNkbWUj,0.449,0.599,9,-6.509,0,0.0405,0.324,4.09e-06,0.114,0.198,119.868,180088,4
Halsey,BADLANDS (Deluxe),I Walk The Line,36dfGEKTGHxLmdNIYr0VTi,0.5,0.633,9,-6.251,0,0.0414,0.0556,0.0,0.311,0.195,119.901,165213,4
The Weeknd,Trilogy,Wicked Games,6VwBbL8CzPiC4QV66ay7oR,0.658,0.591,9,-5.197,1,0.0309,0.00959,5.27e-06,0.325,0.326,114.078,323747,4
The Weeknd,Trilogy,High For This,5fohLPNqO6TqwrZ7BoUWUT,0.465,0.403,11,-8.895,0,0.0755,0.744,0.000667,0.0777,0.0687,74.95,247227,4
Sia,1000 Forms Of Fear,Chandelier,4VrWlk8IQxevMvERoX08iC,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120,5
Sia,1000 Forms Of Fear,Big Girls Cry,75xgoXAGed7jiNDdV8TNOe,0.469,0.592,5,-4.962,1,0.0399,0.0393,0.0,0.105,0.0938,161.996,210613,4
Sia,San Andreas (Original Motion Picture Soundtrack),California Dreamin',1QzIPFcpaapCryW5wRsgU4,0.291,0.635,4,-6.846,0,0.0371,0.275,2.69e-05,0.334,0.294,111.852,216147,4
One Direction,FOUR (Deluxe),Night Changes,5O2P9iiztwhomNh8xkR9lJ,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,226600,4
One Direction,Up All Night,What Makes You Beautiful,4cluDES4hQEUhmXj6TXkSo,0.726,0.787,4,-2.494,1,0.0738,0.009,0.0,0.0596,0.888,124.989,199987,4
One Direction,FOUR (Deluxe),Fireproof,34aYkYrY3sXhEU9O4VQgtB,0.681,0.864,3,-3.276,1,0.0301,0.00477,0.0,0.122,0.921,132.929,174080,4
Gorillaz,Demon Days,November Has Come,6lrDckuosGpwEHtm1hHBcf,0.702,0.567,7,-8.561,1,0.239,0.0815,2.75e-05,0.0864,0.667,84.153,165093,4
Fall Out Boy,Save Rock And Roll,My Songs Know What You Did In The Dark (Light Em Up),2E43WFS4rRc09za2r2GmZl,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,186827,4
Fall Out Boy,Infinity On High,Thnks fr th Mmrs,3Zwu2K0Qa5sT6teCCHPShP,0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837,203507,4
Fall Out Boy,American Beauty/American Psycho,Immortals,3Te8uLyit6X3ncNW8Fp3K2,0.615,0.868,2,-3.606,1,0.07,0.00131,1.54e-06,0.671,0.475,108.017,189387,4
Fall Out Boy,From Under The Cork Tree,"Sugar, We're Goin Down",2TfSHkHiFO4gRztVIkggkE,0.494,0.841,7,-4.784,1,0.0838,0.00579,0.0,0.122,0.567,162.013,229093,4
Queen,Jazz (2011 Remaster),Fat Bottomed Girls - 2011 Remaster,6IAVxNFi1W88UhDeyvOsdo,0.332,0.683,2,-7.679,1,0.0491,0.0322,6.51e-06,0.342,0.419,88.522,255600,4
Queen,News Of The World (2011 Remaster),We Will Rock You - Remastered,4pbJqGIASGPr0ZpGpnWkDn,0.692,0.497,2,-7.316,1,0.119,0.676,0.0,0.259,0.475,81.308,122067,4
Queen,The Game (2011 Remaster),Another One Bites The Dust - Remastered 2011,5vdp5UmvTsnMEMESIF2Ym7,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,214653,4
Queen,News Of The World (2011 Remaster),We Are The Champions - Remastered 2011,1lCRw5FEZ1gPDNPzy1K4zW,0.268,0.459,10,-6.94,1,0.0346,0.378,0.0,0.118,0.175,64.177,179200,4
Israel Kamakawiwo'ole,Facing Future,Somewhere Over The Rainbow_What A Wonderful World,25U7raB3ZSszayTYClh4hF,0.663,0.168,0,-13.725,1,0.0448,0.928,5.68e-05,0.361,0.678,85.005,308027,4
Nirvana,Nevermind (Deluxe Edition),Smells Like Teen Spirit,1f3yAtsJtY87CTmM8RLnxf,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,4
